Processo,Ano,Tipo,Situação,Ementa,Protocolo,Data
6421,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a instalação de tela de proteção na quadra situada na área verde entre a Rua José Castrioto e a Avenida Carlos Alberto Andrade Silva, ao lado da EMEF Professor Antônio Palma Sobrinho, no bairro Parque Nova Esperança.",8319,20/05/2021
6420,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, estudos para implantação de uma arquibancada na área verde entre a Rua José Castrioto e a Avenida Carlos Alberto Andrade Silva, ao lado da EMEF Professor Antônio Palma Sobrinho, no bairro Parque Nova Esperança.",8318,20/05/2021
6419,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal, o agendamento de cirurgia para obstrução dos canais lacrimais para Neide Maria Sirino - CRA 316633.",8317,20/05/2021
6418,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, estudos para implantação de playground na área pública situada na Avenida Carlos Alberto Andrade Silva, em frente ao nº 653, no bairro Parque Nova Esperança.",8316,20/05/2021
6417,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, estudo técnico para substituição do ponto de ônibus de madeira para um de estrutura metálica com cobertura e banco.",8315,20/05/2021
6416,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, efetuar a revitalização da área pública situada na Avenida Carlos Alberto de Andrade Silva, em frente ao n° 653, Parque Novo Horizonte.",8314,20/05/2021
6415,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, efetuar corte de grama e limpeza da academia ao ar livre situada na Avenida Carlos Alberto de Andrade Silva, em frente ao n° 653, Parque Novo Horizonte.",8313,20/05/2021
6414,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal, o agendamento de hepatologista para Sr. Wellington Rodrigo de Freitas, CRA 546802.",8312,20/05/2021
6413,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de capina, roçada e limpeza na Rua Waldemar Teixeira, número 380, localizado no bairro Jardim Torrão de Ouro. ",8311,20/05/2021
6412,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, serviço de manutenção na calçada e boca do bueiro localizada na Rua Tânia Maria de Carvalho,  s/n, bairro Urbanova.",8310,20/05/2021
6411,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a implantação de uma rotatória na Av. Possidônio José de Freitas com a Rua Tânia Maria de Carvalho, bairro Urbanova.",8309,20/05/2021
6410,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal serviços de capina e roçada por toda a extensão da Praça Cassiano Ricardo, bairro Jardim das Indústrias.


",8308,20/05/2021
6409,2021,Indicação,Tramitando,"Solicita á Prefeitura Municipal, que seja inserida sinalização em ciclovia mista, por onde transitam pedestres e ciclistas, no trecho compreendido entre a ciclovia Campos Eliseos e a Av. Eng. Francisco Prestes Maia, no bairro Jardim Alvorada.",8307,20/05/2021
6408,2021,Indicação,Tramitando,"Solicita à Prefeitura a inversão de lado das placas de "Proibido Estacionar" localizado na Rua Barretos, bairro Jardim das Indústrias.",8306,20/05/2021
6407,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal os serviços de manutenção e limpeza da quadra de esportes localizada á Av. Domingos Maldonado Campoy s/n, no Jardim Uirá.



",8305,20/05/2021
6406,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal a  realização do serviço de tapa buraco ou recomposição asfáltica na rua das Saíras; no Jardim Uirá.

,8304,20/05/2021
6405,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de manutenção no "escadão" e na canaleta lateral, localizado á rua das Saíras no Jardim Uirá.

",8303,20/05/2021
6404,2021,Indicação,Tramitando,"Solicita à Prefeitura serviços de manutenção e recomposição do talude localizado na rua da Bica, bairro Vertente do Jaguari.


",8302,20/05/2021
6403,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a desobstrução da rua da Bica, no bairro Vertente do Jaguari.


",8301,20/05/2021
6402,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal efetuar o serviço de pintura de solo em toda extensão da ciclovia na avenida George Eastman, bairro 31 de Março.


",8300,20/05/2021
6401,2021,Indicação,Tramitando,"Solicita á Prefeitura Municipal manutenção e reforço da pintura da ciclo faixa, localizada na estrada do Imperador, bairro Chácaras Reunidas.",8299,20/05/2021
6400,2021,Indicação,Tramitando,"Solicita á Prefeitura Municipal, instalação de placas de sinalização na ciclovia da avenida George Estaman , inclusive a área localizada na estrada do Imperador.

",8298,20/05/2021
6399,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de limpeza de bueiro na avenida Maysa Matarazzo, defronte ao n° 579, Condomínio Residencial Jaguary.

",8297,20/05/2021
6398,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de recomposição de calçada na rua Alcoçaba, n° 383 no Jardim Vale do Sol.


",8296,20/05/2021
6395,2021,Documentos Diversos,Tramitando,"Encaminha a medição 13 - contrato 175/20 - Construção da EMEF Setville - nota fiscal 85/E - valor R$ 530.482,49.",8293,20/05/2021
6391,2021,Documentos Diversos,Tramitando,"Encaminha o ofício nº 013/SGAF/SA/2021 - Balancete da receita e despesa orçamentária e balancete extraorçamentário, referentes ao mês de abril de 2021.",8285,20/05/2021
6390,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo a incluir todas as pessoas com deficiência permanente no grupo prioritário do Plano de Vacinação contra a Covid-19 adotado pelo município.,8283,20/05/2021
6388,2021,Indicação,Tramitando,"Solicito a Prefeitura Municipal os serviços de podas de árvores, localizadas na Rua das Vassouras - n° 167 - Bairro Chácaras Araújo I.",8281,19/05/2021
6387,2021,Documentos Diversos,Tramitando,"Encaminha o ofício 6/SG/AG/2021 - Processo Interno 149.589/2019 - Relatório de Auditoria Especial 7/SG/AG/2020 - Apuração de supostas irregularidades no pregão 239/2015 e na execução do contrato 174/2016, referente à compra de sistema de controle do transporte escolar gratuito.",8280,19/05/2021
6386,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a implantação de rotatória na Av. Possidônio José de Freitas defronte ao Colégio Solare, bairro Urbanova.",8279,19/05/2021
6385,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal  a implantação de Academias ao Ar Livre no entorno da Linha Verde. ,8278,19/05/2021
4105,2021,Emenda,Tramitando,"Autoriza o Poder Executivo a criar o CTD Centro de Tratamento do Diabetes, e dá outras providências na forma da lei.",8277,19/05/2021
6383,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Executivo a instituir o Programa Mães Especiais, e dá outras providências.",8275,19/05/2021
6382,2021,Documentos Diversos,Tramitando,Encaminha o ofício 18/SG/AG/2021 - Processo Interno 32.061/2018 - Relatório de Auditoria Especial 3/SG/AG/2020 - Apuração de supostas irregularidades no fornecimento e instalação de infraestrutura wi-fi para as Escolas Municipais.,8274,19/05/2021
6381,2021,Documentos Diversos,Tramitando,"Encaminha o ofício 17/SG/AG/2021 - Processo Interno 36.734/2020 - Relatório de Auditoria Especial 4/SG/AG/2020 - Apuração de supostas irregularidades na aquisição e uso de notebooks, tablets, microcomputadores, switch e projetor multimídia.",8273,19/05/2021
6380,2021,Documentos Diversos,Tramitando,"Encaminha o ofício 16/SG/AG/2021 - Processo Interno 141.038/2019 - Relatório de Auditoria Especial 12/SG/AG/2020 - Apuração de supostas irregularidades na aquisição de carteiras escolares em substituição às confeccionadas em madeiras, já existentes, de forma desnecessária e com alto custo aos cofres públicos.",8272,19/05/2021
6379,2021,Documentos Diversos,Tramitando,Encaminha o ofício 15/SG/AG/2021 - Processo Interno 36.740/2020 - Relatório de Auditoria Especial 11/SG/AG/2020 - Apuração de supostas irregularidades no fornecimento de encosto e assento em madeira e tampo para carteira.,8271,19/05/2021
6378,2021,Documentos Diversos,Tramitando,"Encaminha o ofício 14/SG/AG/2021 - Processo Interno 36.739/2020 - Relatório de Auditoria Especial 10/SG/AG/2020 - Apuração de supostas irregularidades no fornecimento de conjunto sextavado infantil, composto de mesa e cadeiras.",8270,19/05/2021
6377,2021,Documentos Diversos,Tramitando,Encaminha o ofício 13/SG/AG/2021 - Processo Interno 36.738/2020 - Relatório de Auditoria Especial 8/SG/AG/2020 - Apuração de supostas irregularidades na aquisição gabinetes rack's para tablets e gabinetes de recarga.,8269,19/05/2021
6376,2021,Documentos Diversos,Tramitando,Encaminha o ofício 12/SG/AG/2021 - Processo Interno 36.736/2020 - Relatório de Auditoria Especial 9/SG/AG/2020 - Apuração de supostas irregularidades no fornecimento e instalação de salas e projetores multimídia interativos.,8267,19/05/2021
6375,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo Municipal a instituir o Plano Municipal de Combate à Pedofilia e dá outras providências.,8266,19/05/2021
6371,2021,Documentos Diversos,Tramitando,"Encaminha o ofício nº 175/21-DT - medição 09 - contrato 291/20 - Obras de drenagem, terraplenagem e pavimentação asfáltica para adequação viária - valor R$ 102.257,49.",8261,19/05/2021
6370,2021,Documentos Diversos,Tramitando,"Encaminha o ofício 173/21-DT - medição 05 - contrato 389/20 - Execução da obra do estacionamento e fechamento do entorno da Arena Municipal de Esportes - valor R$ 27.145,78.",8260,19/05/2021
6369,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Executivo a expedir licença complementar de funcionamento aos estabelecimentos que possuam licença ou alvará de funcionamento para local de reunião voltada a atividade de salão de festas, bailes, "buffet", casa de música, boate, discoteca ou danceteria para que possam exercer a atividade de comércio de alimentação com consumo no local enquanto sua atividade principal estiver com atendimento presencial ao público suspenso por força de Decreto Municipal, em razão de pandemia.",8259,19/05/2021
6368,2021,Projeto de Lei,Tramitando,"Autoriza a Prefeitura Municipal implantar o uso de telemedicina para atendimento pós alta hospitalar, aos pacientes que tiveram COVID- 19 e dá outras providencias.

",8258,19/05/2021
6367,2021,Projeto de Lei,Tramitando,"Denomina a Rua 10, do Loteamento Residencial Fazenda Ronda de Rua Benedito João de Lima.

",8257,19/05/2021
6366,2021,Documentos Diversos,Tramitando,Encaminha o ofício nº 125/SUP/IPSM/2021 - Balancete da Receita e Despesa referente ao mês de abril de 2021.,8256,19/05/2021
5616,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Arquivado,"Encaminhamento às Comissões Permanentes para parecer no PROJETO DE LEI nº 266/2021 e na EMENDA nº 1, proposta pela Mesa Diretora, e nas EMENDAS nº 2 a 14, propostas pela Ver.ª Amélia Naomi, ao Processo nº 5616/2021, de autoria do Poder Executivo, com prazo do RELATOR até 28 de maio de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8240,19/05/2021
5616,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Arquivado,"Encaminhamento às Comissões Permanentes para parecer no PROJETO DE LEI nº 266/2021 e na EMENDA nº 1, proposta pela Mesa Diretora, e nas EMENDAS nº 2 a 14, propostas pela Ver.ª Amélia Naomi, ao Processo nº 5616/2021, de autoria do Poder Executivo, com prazo do RELATOR até 28 de maio de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8239,19/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A que dispõe sobre o Demonstrativo de Programas e Ações por Órgão e Unidade - Físico e Financeiro Lei de Diretrizes Orçamentárias do previsto no Projeto de Lei n° 266.2021.,8238,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A que dispõe sobre o Demonstrativo de Programas e Ações por Órgão e Unidade - Físico e Financeiro Lei de Diretrizes Orçamentárias do previsto no Projeto de Lei n° 266.2021.,8237,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A que dispõe sobre o Demonstrativo de Programas e Ações por Órgão e Unidade - Físico e Financeiro Lei de Diretrizes Orçamentárias do previsto no Projeto de Lei n° 266.2021.,8236,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A que dispõe sobre o Demonstrativo de Programas e Ações por Órgão e Unidade - Físico e Financeiro Lei de Diretrizes Orçamentárias do previsto no Projeto de Lei n° 266.2021.,8235,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A que dispõe sobre o Demonstrativo de Programas e Ações por Órgão e Unidade - Físico e Financeiro Lei de Diretrizes Orçamentárias do previsto no Projeto de Lei n° 266.2021.,8234,18/05/2021
5631,2021,Emenda,Tramitando,Acrescenta o art. 7º e renumera os artigos seguintes.,8233,18/05/2021
5616,2021,Emenda,Arquivado,Altera a redação do artigo 22,8232,18/05/2021
5616,2021,Emenda,Arquivado,Renomeia o Parágrafo Único do artigo 23 e acrescenta o §2º,8231,18/05/2021
5616,2021,Emenda,Arquivado,altera o anexo VI A do presente projeto de lei nº 266/2021,8229,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A,8228,18/05/2021
5616,2021,Emenda,Arquivado,acrescenta o parágrafo único no artigo 22,8227,18/05/2021
5616,2021,Emenda,Arquivado,altera a redação do art. 32,8226,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A,8225,18/05/2021
5616,2021,Emenda,Arquivado,Altera o art. 14,8224,18/05/2021
5616,2021,Emenda,Arquivado,"Acrescenta o Inciso VII, no artigo 20, do projeto de lei nº 266/2021",8223,18/05/2021
5616,2021,Emenda,Arquivado,altera o anexo VI A,8222,18/05/2021
5616,2021,Emenda,Arquivado,altera o anexo VI A,8221,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A,8220,18/05/2021
5616,2021,Emenda,Tramitando,Altera o Anexo VI-A,8219,18/05/2021
5616,2021,Emenda,Arquivado,altera o anexo VI A,8218,18/05/2021
5616,2021,Emenda,Arquivado,Altera o Anexo VI-A,8217,18/05/2021
6356,2021,Documentos Diversos,Tramitando,"Encaminha a medição 10 - contrato 249/20 - Reforma e ampliação da UPA Eugênio de Melo - nota fiscal 106 - valor R$ 164.094,17.",8216,18/05/2021
6355,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Executivo Municipal a instituir e a implantar a Política Municipal de Incentivo à Excelência Empresarial e à Geração de Renda e Empregos, por Processos de Inteligência Criativa.
",8215,18/05/2021
6354,2021,Projeto de Lei,Tramitando,"Altera a Lei Municipal nº 9.230, de 19 de dezembro de 2014 e institui no Calendário Oficial de Festas e Comemorações do Município, a Semana Municipal do Lixo Zero, a ser comemorada anualmente, na última semana do mês de outubro.",8214,18/05/2021
6353,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo a dispor sobre a utilização de material publicitário nos veículos de transporte escolar com intuito de combater o bullying infantil e a pedofilia.,8213,18/05/2021
6352,2021,Projeto de Decreto Legislativo ,Tramitando,Concede o título de de Cidadã Joseense à Capitão da Polícia Militar Michele César.,8212,18/05/2021
6351,2021,Indicação,Tramitando,Solicita à SABESP providências imediatas no sentido de conter vazamento de água no cruzamento das Avenidas Fusanobu Yokota e José César de Souza – Jardim Terras do Sul. ,8211,18/05/2021
6350,2021,Indicação,Tramitando,"Solicita instalação de abrigo, bebedouro e banheiros químicos no Largo São Benedito, mais precisamente na área que dá acesso a Caixa Econômica Federal localizada na Avenida Nelson D'ávila, nº 40 - Centro.",8210,18/05/2021
6347,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Público Municipal implantar o Programa Cidade em Movimento em São José dos Campos, e dá outras providências.",8205,18/05/2021
6346,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Executivo a criar o projeto "Álvaro Portinho de Sá Freire" que consiste na instalação de brinquedos adaptados, fixos, para crianças com deficiência física nos parques, áreas de lazer e praças.",8204,18/05/2021
6345,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo implantação de placas nas praças com foto e biografia dos homenageados e dá providências.,8203,18/05/2021
6344,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Executivo a realizar aulas noturnas de natação, ministradas pela Secretaria de Esporte e Qualidade de Vida, nas piscinas públicas municipais e dá outras providências.

",8202,18/05/2021
6343,2021,Projeto de Lei,Tramitando,Fica o Poder Executivo autorizado a implantar o “Botão do Assédio” em todas as linhas municipais de ônibus de transporte público para combater o assédio às mulheres dentro do transporte público e dá outras providências. ,8201,18/05/2021
6342,2021,Projeto de Lei,Tramitando,"Autoriza o Poder Público Municipal implantar o símbolo do autismo na credencial de estacionamento para utilização das vagas especiais demarcadas para pessoa com deficiência, e dá outras providências.",8200,18/05/2021
5817,2021,Parecer da Comissão de Educação e Promoção Social,Arquivado,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 271/2021, Processo nº 5817/2021, de autoria do Ver. Fernando Petiti, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 26 de maio de 2021 para manifestação de seu voto.
",8195,18/05/2021
5817,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Arquivado,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 271/2021, Processo nº 5817/2021, de autoria do Ver. Fernando Petiti, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 26 de maio de 2021 para manifestação de seu voto.
",8194,18/05/2021
5817,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Arquivado,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 271/2021, Processo nº 5817/2021, de autoria do Ver. Fernando Petiti, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 26 de maio de 2021 para manifestação de seu voto.
",8193,18/05/2021
6336,2021,Documentos Diversos,Tramitando,Encaminha o ofício CGC-SEB 0385/2021 - TC-008342.989.15-9; TC-003049.989.16-3; TC-004194.989.17-4; TC-015888.989.17-5; TC-008829.989.15-1 - Contrato 2612/15 - Contrante: Prefeitura Municipal de São José dos Campos - Contratado: URBAM - Urbanizadora Municipal S.A.,8190,18/05/2021
6334,2021,Projeto de Lei,Arquivado,"Autoriza o Poder Executivo Municipal a instituir e a implantar a Política Municipal de Incentivo à Excelência Empresarial e à Geração de Renda e Empregos, por Processos de Inteligência Criativa.",8184,17/05/2021
6333,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos que faça o reparo no pavimento asfáltico da Avenida Rui Barbosa, próximo à passarela para travessia do Rio Paraíba, no Bairro de Santana.",8183,17/05/2021
6332,2021,Requerimento,Tramitando,"Solicita à EDP São Paulo Distribuição de Energia que proceda a poda da árvore localizada na Av. Benedito Domingues de Oliveira, em frente o número 216, no Jardim Morumbi.",8182,17/05/2021
6331,2021,Requerimento,Tramitando,"Solicita ao 46° BPM rondas ostensivas nas Ruas do bairro Residencial União, principalmente nas Ruas Francisco Rosa Marques, Santo Expedito, Homero Malinverno, Professor Giordano de Faria Alvim Filho e Benedita Nunes de Campos, no período noturno.",8181,17/05/2021
6330,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a poda de árvores na área verde localizada no final da Rua Homero Malinverno, no bairro Residencial União.",8180,17/05/2021
6329,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a colocação de placas de proibido jogar lixo na área verde localizada no final da Rua Homero Malinverno, no bairro Residencial União.",8179,17/05/2021
6328,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de manutenção ao longo da Estrada Municipal do Turno, no bairro do Turvo.",8178,17/05/2021
6327,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de manutenção no braço de luz do poste localizado na Rua Joana Soares Ferreira, ao lado do número 1398, no bairro Jardim Morumbi.",8177,17/05/2021
6326,2021,Indicação,Tramitando,Solicita à Prefeitura que seja cercada a pista de skate do Centro Comunitário do bairro Vale do Sol para que seja usada a portaria que já existe como entrada.,8176,17/05/2021
6325,2021,Indicação,Tramitando,Solicita à Prefeitura a realização de estudos sobre a viabilidade de colocar os veículos do transporte público maiores para a circulação durante a semana.,8175,17/05/2021
6324,2021,Indicação,Tramitando,Solicita à Prefeitura a realização de estudos para que seja criado um sistema de aviso ao munícipe sobre a segunda dose da vacina contra a COVID-19.,8174,17/05/2021
6323,2021,Indicação,Tramitando,Solicita à Prefeitura um estudo para que seja ampliado o número de tomógrafos disponíveis no Hospital Municipal da Vila Industrial.,8173,17/05/2021
6322,2021,Requerimento,Tramitando,Solicita à Prefeitura informações relativas aos dados da evasão escolar no Município.,8172,17/05/2021
6321,2021,Indicação,Tramitando,Solicita à Prefeitura a realização de estudos sobre a viabilidade e a inclusão do Município de São José dos Campos para estudos que avaliem as consequências da vacinação em cidades com mais de 500 mil habitantes.,8171,17/05/2021
6319,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo a incluir o teste de deficiência de G6PD no teste do Pezinho no nível básico no Município e dá outras providências. ,8168,17/05/2021
6318,2021,Requerimento,Tramitando,"Solicita à Sabesp, esclarecimento quanto à falta de rede de esgoto na Rua Isabel Ferreira Dell Áquila - Residencial Santa Helena.",8167,17/05/2021
6317,2021,Requerimento,Tramitando,"Solicita à Sabesp, esclarecimento quanto à falta de rede de esgoto na Rua Cláudia Pombo da Silva Carvalho de Melo (antiga Rua Dois), no trecho do nº 63 ao 250 - Residencial Santa Helena.",8166,17/05/2021
6316,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal, o agendamento do exame de ECO TE. para o Sr. Luiz Ribeiro de Palma Junior, CRA 414900.",8165,17/05/2021
6314,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de remoção de árvore localizada na Rua Breno de Moura, defronte ao número 25, no bairro Jardim Estoril.",8163,17/05/2021
6312,2021,Projeto de Lei,Tramitando,Autoriza o Poder Executivo Municipal a instituir o programa medicamento em casa e dá outras providências,8161,17/05/2021
6311,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos que seja agilizado o agendamento de procedimento cirúrgico de laqueadura para a paciente Edmara Aparecida da Silva, inscrita no CRA: 432782.",8160,17/05/2021
6308,2021,Indicação,Tramitando,Solicita a Prefeitura Municipal de São José dos Campos estudos para implantação de câmera de segurança do COI na Rua Antônio Alves no bairro Jardim Portugal..
,8157,17/05/2021
6307,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal supressão de árvore, localizada à Av. João Batista Soares de Queiróz Júnior, 120 (onde fica a entrada do edifício) e a Rua Estefânia do Nascimento, no Jardim das Indústrias.",8156,17/05/2021
6306,2021,Requerimento,Tramitando,Solicita à FEBRABAN instalação de caixa eletrônico 24 horas no Bairro Jardim Ismênia. ,8155,17/05/2021
6305,2021,Projeto de Lei,Tramitando,"Institui o programa fila zero no atendimento as pessoas diagnosticadas com câncer, na rede pública de saúde do Município de São José dos Campos. ",8154,17/05/2021
6304,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos estudos de para implantação de lombada ou outro dispositivo redutor de velocidade, no cruzamento da Rua Peroba com a Rua Manoel Bosco Ribeiro.",8153,17/05/2021
6303,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de  restauração da pavimentação asfáltica na Rua Synésio Luiz Paiva Sapucahy, no bairro Jardim Oriente.  ",8152,17/05/2021
6302,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos informações sobre a autorização para operação de 30 ônibus, ano 2018, por parte das empresas Maringá e Joseense.",8151,17/05/2021
6301,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos realização do serviço de tapa buracos na Avenida Rui Barbosa, próximo ao número 2669, Santana, Região Norte.",8150,17/05/2021
6300,2021,Requerimento,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos agendamento e realização urgente de exame de Angiorressonância Encefálica, para a paciente, Edmara Aparecida da Silva.",8149,17/05/2021
6299,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal de São José dos Campos a realização de limpeza das bocas de lobo em toda a extensão da Rua Siqueira Campos, localizada na Região Central.",8148,17/05/2021
6298,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal de São José dos Campos o retorno da linha 330 - corredor Sul I.,8147,17/05/2021
6297,2021,Requerimento,Tramitando,"Solicita ao 1º Batalhão da Polícia Militar do Estado de São Paulo rondas ostensivas nas Ruas do bairro Jardim das Industrias, região Oeste.",8146,17/05/2021
6295,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, manutenção de nivelamento e cascalhamento no inicio da rua Teresa  Machado de lima ,(antiga rua 5),bairro Buquirinha II.",8144,17/05/2021
6294,2021,Requerimento,Tramitando,Solicita à Prefeitura Municipal de São José dos Campos informações sobre a campanha de vacinação contra a covid-19 no Município.,8143,17/05/2021
6293,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de capina, rastelação e limpeza no terreno localizado na Avenida Nicanor Reis, próximo ao número 1.420, no bairro Jardim Torrão de Ouro. ",8142,17/05/2021
6292,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de destoca e reconstrução da calçada,  situada na Rua Castro Alves, em frente ao número 213, no bairro Jardim Paulista. ",8141,17/05/2021
6291,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a implantação de bebedores de água na Av Cidade Jardim entre a praça das Bandeiras e a AV Iguape, pista sentido centro, Bosque dos Eucaliptos. ",8140,17/05/2021
6290,2021,Indicação,Tramitando,Solicita-se à Prefeitura Municipal que sejam realizados estudos de engenharia para resolução de conflitos oriundos da grande circulação de veículos na rotatória da avenida das Saíras com a avenida dos Tangarás.,8139,17/05/2021
6289,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a instalação de placas de avisos para proprietários de animais domésticos, na Praça Luíz Vaz de Camões, no bairro Jardim Oriente. 



",8138,17/05/2021
6288,2021,Requerimento,Tramitando,Solicita seja oficializado o Governo do Estado de São Paulo para que viabilize estudos visando incluir os Profissionais Propagandistas e Vendedores de Produtos Farmacêuticos no plano de vacinação contra à COVID-19.,8137,17/05/2021
6287,2021,Indicação,Tramitando,"Solicita-se à Prefeitura Municipal estudos para solucionar o empoçamento de água pluvial, bem como nivelamento da sarjeta, para conduzir a água até a boca de lobo, na rua Itororó, altura do número 550, Jardim Paulista.",8136,17/05/2021
6286,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, implantação de postes de iluminação na Estrada Pedro Moacir de Almeida, bairro Águas de Canindú.",8135,17/05/2021
6285,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de recomposição de calçada na Rua Alfredo Coslop, defronte ao número 193, no bairro Bosque dos Eucaliptos.",8134,17/05/2021
6284,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal estudos para instalação de Câmeras do COI (Centro de Operações Integradas), próximo ao Residencial Colinas do Parahyba, Estrada Pedro Moacir, sem número, bairro Águas de Canindú. ",8133,17/05/2021
6283,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, estudos técnicos para a pavimentação e colocação de canaletas para escoamento de águas pluviais na rua Nossa Senhora dos Remédios, n° 460, bairro do Turvo.",8132,17/05/2021
6282,2021,Indicação,Tramitando,"Solicita à Prefeitura, estudos para a continuação de implantação de muro de gabião, na Avenida Antenor, bairro Chácara Havaí.",8131,17/05/2021
6281,2021,Indicação,Tramitando,"Solicita à Prefeitura, estudos técnicos para implantação de lombada na Rua José Prianti Chaves, bairro dos Freitas.",8130,17/05/2021
5616,2021,Emenda,Tramitando,Acrescenta um artigo ao Capítulo III “Das Diretrizes Gerais para Elaboração do Orçamento Anual” e um artigo ao Capítulo IV “Das Propostas Relativas à Pessoal” do Projeto de Lei nº 266/2021.,8129,17/05/2021
